약국명,대표전화,도로명주소,월요일,화요일,수요일,목요일,금요일,토요일,일요일,공휴일,구분
구미이마트약국,054-462-4153,경상북도 구미시 구미대로 256,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,주간
프라자약국,054-462-6147,"경상북도 구미시 구미대로 174, 홈플러스 구미광평점 2층 (광평동)",10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,주간
근화당약국,054-472-5232,경상북도 구미시 검성로 89,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~17:00,-,09:00~17:00,주간
종근당약국,054-471-0688,경상북도 구미시 검성로 72 (황상동),09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~14:00,-,-,주간
벧엘약국,054-465-9608,경상북도 구미시 1공단로 197-3,08:40~19:40,08:40~19:40,08:40~19:40,08:40~19:40,08:40~19:40,08:40~13:00,-,-,주간
대한약국,054-461-0830,경상북도 구미시 상사서로 49 (상모동),08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~14:00,-,08:30~13:30,주간
고려약국,054-821-0752,경상북도 안동시 경동로 912,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,09:00~22:00,09:00~22:00,주간
경북약국,054-852-2589,경상북도 안동시 경북대로 171 (수상동),08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~14:00,-,-,주간
건강약국,054-843-6565,경상북도 안동시 경북대로 399,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,-,-,주간
건강신세계약국,054-855-3434,경상북도 안동시 금곡길 7,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~14:00,-,-,주간
365약국,054-858-8896,"경상북도 안동시 경북대로 385, 1층 (옥동)",08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,11:00~23:00,08:00~23:00,주간
두산약국,053-854-6566,"경상북도 경산시 진량읍 선화로20길 25-1, 윤성1차 107동 102호",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,-,-,주간
별빛약국,054-771-4590,경상북도 경주시 원화로 288 (성동동),08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-,주간
성산약국,054-954-2711,경상북도 고령군 성산면 성산로 901,09:30~16:00,09:30~16:00,-,09:30~16:00,09:30~16:00,09:30~14:00,-,-,주간
영대정문약국,053-811-5354,경상북도 경산시 대학로 285 (대동),10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:00,10:00~22:00,10:00~22:00,주간
미래약국,053-812-0931,"경상북도 경산시 백자로 78, 103호 (사동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,09:00~13:00,주간
바른약국,053-852-2277,경상북도 경산시 하양읍 하양로 112 101호,11:00~17:00,11:00~17:00,11:00~17:00,11:00~17:00,11:00~17:00,08:30~14:00,-,-,주간
유한약국,053-854-7900,경상북도 경산시 하양읍 하양로 108-1,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,09:00~13:00,주간
고인돌약국,053-851-7272,"경상북도 경산시 하양읍 하양로 120-1, 1층",09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~14:30,-,09:00~14:30,주간
금화약국,053-856-6687,경상북도 경산시 자인면 일연로 67,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~17:00,-,-,주간
유림약국,053-815-5670,경상북도 경산시 경산로44길 11 (옥산동),09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:00,-,-,주간
옥산약국,053-814-2720,경상북도 경산시 성암로12길 1 (옥산동),09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:00,-,09:00~13:00,주간
신기한약국,053-851-1134,경상북도 경산시 하양읍 하양로 110,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,주간
대우당약국,053-856-6446,경상북도 경산시 하양읍 하양로 130-1,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~18:00,-,-,주간
구약국,053-255-0392,경상북도 경산시 경안로 234 (중방동),09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,09:00~14:00,주간
정다운약국,053-814-2220,경상북도 경산시 대학로10길 24 (정평동),08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~16:00,-,-,주간
성모약국,053-812-4005,"경상북도 경산시 중앙로 21, (사정동)",08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~13:00,-,08:30~13:00,주간
미소약국,053-812-6163,경상북도 경산시 옥산로 227,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,주간
영광약국,053-851-2632,"경상북도 경산시 하양읍 하양로 119,",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,09:00~21:00,주간
효성약국,053-854-4487,경상북도 경산시 하양읍 하양로 48,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,10:00~18:00,-,-,주간
와촌김약국,053-853-1833,경상북도 경산시 와촌면 금송로 406,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,09:00~13:00,주간
명산온누리약국,053-817-8277,경상북도 경산시 삼풍로 4,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,-,주간
우리약국,054-872-1163,경상북도 청송군 현서면 구산북로 67,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~13:00,-,-,주간
장수약국,053-816-1007,"경상북도 경산시 원효로 2, (중방동)",09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~15:00,-,-,주간
메디팜사랑약국,054-872-8022,"경상북도 청송군 청송읍 의료원길 9, 9번지",08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~18:00,09:00~18:00,09:00~18:00,주간
주왕약국,054-874-8089,경상북도 청송군 청송읍 금월로 267,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~19:00,08:30~19:00,08:30~19:00,주간
한일약국,054-872-1213,경상북도 청송군 청송읍 강변로 43,08:50~19:00,08:50~19:00,08:50~19:00,08:50~19:00,08:50~19:00,08:50~13:30,-,-,주간
대웅약국,054-874-2039,경상북도 청송군 진보면 진안로 23,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~14:00,-,-,주간
포도약국,053-853-1900,경상북도 경산시 하양읍 하양로 94,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:00,-,-,주간
대구약국,054-874-2568,"경상북도 청송군 진보면 진보로 121,",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:30~17:00,-,08:30~17:00,주간
진보약국,054-872-8880,경상북도 청송군 진보면 진보로 115,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,-,-,주간
햇살약국,053-294-7586,경상북도 경산시 백양로35길 1-3,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,09:00~13:00,주간
경북약국,054-874-2074,경상북도 청송군 진보면 진보로 108-1,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,주간
진보동산약국,054-872-3077,경상북도 청송군 진보면 진보로 108,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~13:00,-,-,주간
인과원약국,053-817-9911,경상북도 경산시 성암로 42,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~19:00,-,-,주간
사랑약국,053-812-2882,"경상북도 경산시 중앙로 13, (사정동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,09:00~12:00,주간
부남약국,054-872-0770,경상북도 청송군 부남면 대전로 144,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,-,-,주간
인제약국,054-653-5757,경상북도 예천군 예천읍 시장로 123 (예천읍),09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,-,-,주간
금빛희망약국,054-471-3219,"경상북도 구미시 산동면 신당1로3길 19, 108호",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:00,-,-,주간
홍화약국,054-571-5809,경상북도 문경시 문경읍 문희로 28,08:30~19:30,08:30~19:30,09:00~12:30,-,-,08:30~15:30,08:30~13:00,08:30~19:30,주간
현대온누리약국,054-556-5757,경상북도 문경시 중앙로 133,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,주간
행복약국,054-571-6571,경상북도 문경시 문희로 16 (문경읍),08:00~17:30,08:00~17:30,08:00~17:30,08:00~17:30,08:00~17:30,08:00~13:00,-,-,주간
하나로약국,054-555-0670,경상북도 문경시 흥덕로 2,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~14:00,-,-,주간
태평양약국,054-552-8008,"경상북도 문경시 중앙로 137, (점촌동)",08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~13:00,-,-,주간
청솔약국,054-556-0999,"경상북도 문경시 당교3길 20, (모전동)",08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~13:00,-,-,주간
청기와약국,054-571-8275,경상북도 문경시 문경읍 주흘로 41 (문경읍),08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~15:00,-,-,주간
종합약국,054-555-5301,경상북도 문경시 당교3길 28,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~12:40,-,-,주간
조은약국,054-556-8275,경상북도 문경시 중앙로 85-2,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~15:00,-,-,주간
제일약국,054-555-2219,"경상북도 문경시 중앙로 83, (점촌동)",08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~13:00,-,-,주간
유한약국,054-556-6666,경상북도 문경시 점촌로 23 (점촌동),08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~13:00,-,-,주간
우리농암약국,054-571-6631,경상북도 문경시 농암면 농암길 64,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,09:00~16:00,-,09:00~16:00,주간
용한약국,054-0540-0540,경상북도 문경시 농암면 갈동길 446-13 (농암면),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-,주간
아이사랑약국,545565402,경상북도 문경시 매봉4길 24 (모전동),08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~16:00,09:30~16:00,-,주간
아름다운약국,054-555-9939,경상북도 문경시 중앙로 203 (흥덕동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~15:00,-,-,주간
시민약국,054-555-7779,경상북도 문경시 상신로 3 1층 (점촌동),08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-,주간
수강약국,545552625,경상북도 문경시 중앙로 169 (흥덕동),08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~13:00,-,-,주간
세아온누리약국,054-556-0010,경상북도 문경시 매봉4길 24-1,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~12:00,08:00~12:00,08:00~12:00,주간
세명약국,054-571-6024,경상북도 문경시 가은읍 대야로 2475,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~17:00,-,-,주간
세계약국,054-555-4890,"경상북도 문경시 신흥시장길 19 (흥덕동, 신흥상가)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,주간
성모약국,054-553-7060,"경상북도 문경시 신흥3길 3, (흥덕동)",08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-,주간
서울약국,054-556-5577,"경상북도 문경시 중앙로 198, (흥덕동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,주간
삼일약국,054-554-3199,경상북도 문경시 중앙로 138,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~12:30,-,-,주간
보령약국,054-555-2044,경상북도 문경시 중앙로 146,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~13:00,-,-,주간
보건약국,054-571-4463,경상북도 문경시 가은읍 대야로 2482,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,주간
백화점약국,545541323,경상북도 문경시 영신로 3 (점촌동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,주간
미강약국,054-554-9331,경상북도 문경시 상신로 4 (점촌동),08:35~17:40,08:35~17:40,08:35~17:40,08:35~17:40,08:35~17:40,08:35~13:00,-,-,주간
문경새재약국,054-572-5800,"경상북도 문경시 문경읍 문희로 37, 1층 (문경읍)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~18:00,09:00~18:00,09:00~18:00,주간
문경대학약국,054-556-8885,경상북도 문경시 당교3길 19 (모전동),08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~16:00,-,-,주간
메디팜보명당약국,054-555-2555,경상북도 문경시 중앙로 128 (점촌동),08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,주간
동원약국,054-555-2746,경상북도 문경시 중앙로 184,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~13:00,-,-,주간
동아온누리약국,054-555-2786,경상북도 문경시 중앙로 117-15 (점촌동),08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~13:00,-,-,주간
대후약국,054-554-8275,경상북도 문경시 중앙로 117-12 (점촌동),08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~14:00,-,-,주간
대구약국,054-555-4023,경상북도 문경시 중앙로 50-3,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,주간
나나약국,054-553-4456,경상북도 문경시 매봉6길 4-5 (모전동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~12:30,-,-,주간
김약국,054-555-2533,경상북도 문경시 신흥로 155,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,주간
그랜드약국,054-554-3070,경상북도 문경시 당교로 261 (모전동),08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,12:30~21:00,08:30~21:00,주간
경북약국,054-552-1533,경상북도 문경시 중앙로 195 (흥덕동),09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:00~14:30,-,-,주간
건강약국,054-554-2080,경상북도 문경시 중앙로 139 (점촌동),08:40~18:30,08:40~18:30,08:40~18:30,08:40~18:30,08:40~18:30,08:40~13:00,-,-,주간
메디팜보건약국,054-556-3307,경상북도 문경시 점촌1길 12 (점촌동),08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~14:00,-,-,주간
제일약국,054-791-1411,경상북도 울릉군 울릉읍 울릉순환로 212,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,-,주간
윤정약국,054-791-2629,경상북도 울릉군 울릉읍 도동길 152,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,-,주간
원동약국,054-249-0400,"경상북도 포항시 남구 오천읍 원동로 75, 103호 (오천읍)",09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:00,-,-,주간
대해약국,054-277-7224,"경상북도 포항시 남구 상공로 51, 삼상빌딩 (상도동)",09:00~18:20,09:00~18:20,09:00~18:20,09:00~18:20,09:00~18:20,09:00~13:00,-,-,주간
우정약국,054-473-1933,경상북도 구미시 인동가산로 17 (황상동),09:00~20:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,09:00~14:00,09:00~14:00,주간
중앙약국,054-638-3929,"경상북도 영주시 중앙로 118, 중앙약국 (하망동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~12:00,-,-,주간
문덕광제약국,054-291-2771,"경상북도 포항시 남구 오천읍 원동로 3, 108호 (메트로프라자)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~22:00,-,-,주간
포항마더스약국,054-274-7923,경상북도 포항시 남구 냉천로 10,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,주간
원약국,054-433-1838,경상북도 김천시 자산로 154-1 (성내동),08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,-,-,-,주간
중앙약국,054-272-4428,경상북도 포항시 남구 중흥로 84 (상도동),09:00~20:00,09:00~20:00,09:00~19:00,09:00~20:00,09:00~20:00,09:00~15:00,-,-,주간
우아온누리약국,054-727-3004,경상북도 포항시 남구 상공로 126 (대도동),08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,09:00~15:00,-,-,주간
우리약국,054-281-5005,경상북도 포항시 남구 포스코대로 138,09:00~20:00,09:00~19:30,09:00~19:30,09:00~20:00,09:00~19:30,09:00~14:30,-,-,주간
늘건강한약국,053-856-3601,경상북도 경산시 하양읍 하양로 107,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,-,주간
열린약국,054-434-6777,경상북도 김천시 자산로 175-1 열린약국,08:30~18:20,08:30~18:20,08:30~18:20,08:30~18:20,08:30~18:20,08:30~13:00,-,-,주간
국민약국,053-857-8818,경상북도 경산시 하양읍 하양로 106,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:00,-,-,주간
양춘당약국,053-857-8275,"경상북도 경산시 하양읍 하양로 101, 1층 (하양읍)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,주간
참약국,053-857-7570,경상북도 경산시 하양읍 동서2길 43 (하양읍),09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:00,-,-,주간
도메약국,053-853-2100,경상북도 경산시 하양읍 대학로 1536 (하양읍),08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~20:00,-,-,주간
동산약국,053-851-2214,경상북도 경산시 하양읍 대학로 1530,08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:00~22:00,08:30~21:00,주간
비타민약국,054-293-8889,경상북도 포항시 남구 오천읍 충무로 5 (오천읍),08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,09:00~16:00,09:00~13:00,09:00~13:00,주간
우리들약국,053-852-4616,경상북도 경산시 하양읍 금송로 8 (하양읍),09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,09:00~14:00,주간
성심약국,053-851-2651,경상북도 경산시 하양읍 금송로 20-1,07:30~20:00,07:30~20:00,07:30~20:00,07:30~20:00,07:30~20:00,07:30~20:00,07:30~20:30,07:30~20:00,주간
펜타약국,053-801-2933,"경상북도 경산시 펜타힐즈로 74, 1층 120호 (중산동)",09:00~19:00,09:00~19:00,09:00~20:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-,주간
중산새봄약국,053-812-9594,경상북도 경산시 펜타힐즈2로 37 (중산동),09:00~19:20,09:00~19:20,09:00~19:20,09:00~19:20,09:00~21:00,09:00~15:00,-,09:00~15:00,주간
손약국,053-854-7658,경상북도 경산시 진량읍 황제1길 86-25,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~14:00,-,-,주간
중림약국,053-856-6070,"경상북도 경산시 진량읍 봉황길 41,",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~14:00,-,09:00~14:00,주간
삼주약국,053-856-7163,경상북도 경산시 진량읍 봉황길 29,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,11:00~21:00,11:00~21:00,주간
금강약국,053-856-3651,경상북도 경산시 진량읍 봉황길 24 (진량읍),09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,-,주간
선화약국,053-854-0010,경상북도 경산시 진량읍 봉황길 23,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,-,주간
이화약국,053-857-7579,경상북도 경산시 진량읍 다문로 65,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~13:00,09:00~17:00,주간
경산약국,053-851-5578,"경상북도 경산시 진량읍 다문로 58,",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~17:00,-,09:00~13:00,주간
새진량약국,053-851-2334,경상북도 경산시 진량읍 공단로 496,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:00,-,09:00~13:00,주간
태양약국,053-857-5779,"경상북도 경산시 진량읍 공단로 475, 1층",09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~13:30,-,-,주간
새경북약국,053-815-1556,경상북도 경산시 중앙로16길 2 (중방동),08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,09:00~19:00,08:00~20:00,주간
굿모닝약국,053-813-8988,경상북도 경산시 대학로8길 25,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:00,-,09:00~13:00,주간
데레사약국,053-816-5500,경상북도 경산시 대학로8길 21 1층 (정평동),09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:00,-,-,주간
가야약국,053-856-6469,경상북도 경산시 대학로296길 7 (하양읍),09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:00,-,-,주간
옵티마열린약국,053-813-5633,"경상북도 경산시 대학로10길 1, 1층 (정평동)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~15:00,-,09:00~13:00,주간
정평하늘약국,053-816-5522,"경상북도 경산시 대학로 73, 1층 (정평동, 동쪽상가)",08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~15:00,-,-,주간
늘푸른약국,053-812-1200,"경상북도 경산시 대학로 63, (정평동)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~16:30,-,-,주간
중원약국,054-463-1887,경상북도 구미시 1공단로 182 (공단동),09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~12:00,-,-,주간
진약국,054-541-3168,경상북도 상주시 함창읍 함창중앙로 120,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~14:00,-,-,주간
현대약국,054-862-8089,경상북도 의성군 안계면 안계길 171,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~16:00,-,-,주간
하나로약국,054-832-9909,경상북도 의성군 의성읍 문소3길 104-1,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~14:00,-,-,주간
정약국,054-861-0045,"경상북도 의성군 안계면 안계길 148,",07:30~20:00,07:30~20:00,07:30~20:00,07:30~20:00,07:30~20:00,08:00~15:00,-,08:00~15:00,주간
전약국,054-833-3734,경상북도 의성군 의성읍 문소3길 98,08:00~20:30,08:00~20:30,08:00~20:30,08:00~20:30,08:00~20:30,09:00~17:00,-,09:00~18:00,주간
의성프라자약국,054-832-6460,경상북도 의성군 의성읍 문소3길 110-1,08:00~20:30,08:00~20:30,08:00~20:30,08:00~20:30,08:00~20:30,08:00~20:30,-,07:30~19:00,주간
의성약국,054-834-2240,경상북도 의성군 의성읍 문소3길 110,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~18:00,09:00~13:00,09:00~14:00,주간
영남약국,054-834-2636,경상북도 의성군 의성읍 중앙길 66,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,08:30~13:00,-,09:00~15:00,주간
연합약국,054-834-7225,"경상북도 의성군 의성읍 북부길 1-1, 연합약국",08:30~18:30,08:30~18:30,08:30~16:00,08:30~18:30,08:30~18:30,08:30~13:00,-,-,주간
안성약국,054-861-2000,경상북도 의성군 안계면 용기4길 10,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~13:00,-,08:00~13:00,주간
큰사랑약국,054-733-0101,경상북도 영덕군 영덕읍 중앙길 107,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~14:00,-,-,주간
대구약국,054-733-3388,경상북도 영덕군 영덕읍 중앙길 108-43,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~14:00,-,-,주간
수정약국,054-834-5546,"경상북도 의성군 의성읍 후죽3길 8,",08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~16:00,-,-,주간
새대구약국,054-834-6361,경상북도 의성군 의성읍 문소3길 109,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~16:00,08:30~13:00,-,주간
덕화약국,054-382-8004,경상북도 군위군 효령면 치산효령로 2385-9,07:30~19:00,07:30~19:00,07:30~19:00,07:30~19:00,07:30~19:00,07:30~17:00,-,-,주간
만민약국,054-382-0132,경상북도 군위군 의흥면 읍내길 54,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,-,주간
우리약국,054-383-2044,경상북도 군위군 동서길 37 (군위읍),08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~13:30,08:30~13:00,-,주간
동아약국,054-834-0015,경상북도 의성군 금성면 탑리길 22-2,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,-,09:00~15:00,주간
경북약국,054-383-1201,"경상북도 군위군 군위읍 중앙길 89,",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~17:00,-,-,주간
