title,category,introduce,place,place_detail,phone_num,open_time,image_link
갈비만 서산점,"육류,고기요리",맛으로 검증된 갈비만서산에도 오픈하였습니다.국내산 최상급 냉장육으로 손님 한분한분께 감동의 맛을 전해 드리도록 최선을 다하겠습니다.,충남 서산시 예천동,충남 서산시 호수공원3로 52,041-669-3555,매일: 12:00 ~ 22:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190223_214%2F1550896867784mFbxW_JPEG%2FGNZAxDi7W4V8FaAfsU6qqNLq.jpg
미스터아구,"아귀찜,해물찜","안녕하세요 저희 미스터아구는 업계최초로 고가의 아귀찜요리를 저렴한 가격에 공급하는 외식전문사업체입니다.저희 미스터아구에서는 수년간의 시간동안 전국 유명하다는 아귀찜 식당을 돌아다니며 맛과 비법을 분석 연구 끝에 지금의 찜소스를 개발하여 항상 일정한 맛을 유지하도록 하였습니다...",서울 노원구 상계동,서울 노원구 덕릉로 744,02-939-4020,,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20161218_234%2F1482046348298vi5S8_JPEG%2F177168566248130_0.jpeg
안흥갈비 갈매점,"육류,고기요리",,경기 구리시 갈매동,경기 구리시 갈매중앙로 91,031-574-9840,"매일: 11:30 ~ 23:00연중무휴(여름휴가, 설, 추석 명절날 다음날 2일 휴무), 주문마감 22시까지",https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20181227_108%2F1545914578433hvXbU_JPEG%2F-fVDnrCDt8wpAPwHDGk_YXcK.jpeg.jpg
진정성담은양평가 석계점,감자탕,"저희 眞정성담은 양평家는 주문 즉시 24시간 우려낸 진한 육수와 매일 삶는 특수부위로 정성을 대접하겠습니다.월요일만 오전10시부터 오후11시까지 영업을 진행하며, 모든 요일 24시간 운영합니다....",서울 노원구 월계동,서울 노원구 석계로1길 14,02-943-3374,매일: 00:00 ~ 24:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20200129_63%2F1580288893637xAf74_JPEG%2FzUUXo5dh70Xo18dnp0P_to34.jpg
족발꾼 다산신도시점,"족발,보쌈","남양주 다산 신도시 맛집으로 족발꾼 다산신도시점을 소개합니다. 20가지 산야초를 발효시켜 삶은 족발은 건강한 맛을 선사합니다.매장이 1층, 2층으로 되어 있어 다산 신도시에서 단체 회식, 모임 하기에도 쾌적하고 좋습니다....",경기 남양주시 다산동,경기 남양주시 다산순환로 420,031-555-8988,평일: 14:00 ~ 01:00주말: 12:00 ~ 01:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20200224_34%2F1582524702860oD9dj_JPEG%2FINh86gjdKnegte0rGTx214yF.jpg
춘천고깃집,"육류,고기요리",,강원 춘천시 동면 만천리,강원 춘천시 동면 금베이길 26-11,033-242-8899,매일: 11:30 ~ 21:30연중무휴,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20150901_179%2F1441103828467fAtJR_JPEG%2F156278547659900_0.jpeg
명륜진사갈비 춘천점,"육류,고기요리",,강원 춘천시 퇴계동,강원 춘천시 퇴계로 175,033-262-9272,평일: 17:00 ~ 22:30주말: 12:00 ~ 22:30공휴일: 12:00 ~ 22:30,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190117_130%2F15476525011828VEw1_JPEG%2Fjh4oOUgAMQ18SCnUXkMFX-ZZ.jpg
킨더룰루 키즈카페,"키즈카페,실내놀이터",기간 : 2월 10일[월] ~ 2월 28일[금]운영시간 : 하루 3시간씩 3타임 운영  * 한타임 종료 후 30분 소독 진행...,경기 수원시 권선구 호매실동,경기 수원시 권선구 호매실로104번길 24-61,031-294-7566,주말: 10:00 ~ 20:00평일: 11:00 ~ 20:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20171219_127%2F1513642004412yxuQf_JPEG%2FQw5QVKbFDsqWA3JDzl7su-zy.jpg
키즈앤팡팡 안산본오점,"키즈카페,실내놀이터","슬라임체험,폰케이스꾸미기,필통꾸미기도하고 신나게뛰어놀수있는아이들의 건전한 실내스포츠 놀이 공간으로아이들에겐 쾌적하고 안전한 놀이공간으로...",경기 안산시 상록구 본오동,경기 안산시 상록구 석호로 268,031-406-4060,토요일: 10:00 ~ 21:00연중무휴 정상영업일요일: 10:00 ~ 20:00연중무휴 정상영업평일: 10:00 ~ 21:00연중무휴 정상영업,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20150901_30%2F14410691304732dRkO_JPEG%2FSUBMIT_1409114909801_33770820.jpg
코코몽어드벤처,"키즈카페,실내놀이터",,강원 원주시 무실동,강원 원주시 능라동길 51,033-743-7779,"매일: 10:30 ~ 20:30주말,공휴일 종일권 제외",
뽀로로파크 안산점,"키즈카페,실내놀이터",,경기 안산시 단원구 고잔동,경기 안산시 단원구 중앙대로 873,031-412-2547,토요일: 10:30 ~ 20:30(입장마감 18:30)일요일: 10:30 ~ 20:30(입장마감 18:30)월요일: 10:30 ~ 20:00(입장마감 18:00)월요일: 10:30 ~ 20:00(입장마감 18:00)수요일: 10:30 ~ 20:00(입장마감 18:00)목요일: 10:30 ~ 20:00(입장마감 18:00)금요일: 10:30 ~ 20:30(입장마감 18:30),https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20181218_179%2F1545123459791xqRl6_JPEG%2F%25BB%25C7%25B7%25CE%25B7%25CE%25BE%25C8%25BB%25EA%25C1%25A11.JPG
챔피언 NC백화점고잔점,"키즈카페,실내놀이터",짜릿한 컨텐츠로 가득한 어린이 놀이체험공간!,경기 안산시 단원구 고잔동,경기 안산시 단원구 광덕대로 194,031-436-4361,주말: 10:30 ~ 22:00평일: 10:30 ~ 21:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20200211_70%2F1581402462437QMGDF_JPEG%2F%25BD%25E6%25B3%25D7%25C0%25CF%2528%25C1%25A4%25BB%25E8%25B0%25A2%25C7%25FC%2529.jpg
헬로밀가루 안산점,"키즈카페,실내놀이터",☆친환경오감놀이 키즈카페 헬로밀가루 안산점☆● 이용연령 : 만24개월 ~ 8세 ● 이용순서 : 밀가루존&라이스존 체험 ...,경기 안산시 단원구 고잔동,경기 안산시 단원구 광덕대로 161,010-2764-7265,매일: 10:00 ~ 19:00월요일 휴무,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20181230_75%2F1546179762210v0zKu_JPEG%2Fx-_AUvLVTtOVHCT8cfs4KF5h.jpg
뽀로로파크 이마트 대구반야월점,"키즈카페,실내놀이터",뽀로로파크가 만든 신나는 베이비 놀이터,대구 동구 신서동,대구 동구 안심로 389-2,053-964-5679,매일: 10:00 ~ 20:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190730_179%2F1564474153310bkRDi_JPEG%2F%25C0%25D4%25B1%25B8-%25282%2529.jpg
차피패밀리파크 월미테마파크점,"키즈카페,실내놀이터","당일 티켓 사용 가능 / 입장권 구매시 코인라이더 제외 모든시설 무료 이용가능아이들이 엄마, 아빠, 친구들과 함께 신나게 놀며 즐겁게 체험하는 특별한 공간",인천 중구 북성동1가,인천 중구 월미문화로 81,070-8801-8525,주말: 10:00 ~ 20:00입장마감 18:00평일: 10:00 ~ 19:00입장마감 17:00월요일: 휴무 ~ 월미테마파크는 정상영업합니다,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20160129_241%2F1454029905481uKU9o_JPEG%2F__%25282%2529.jpg
헬로방방 목동점,"키즈카페,실내놀이터",,서울 양천구 신정동,서울 양천구 신월로 387,02-2696-8034,매일: 10:00 ~ 20:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20180523_62%2F1527071559761G4bkL_JPEG%2FqPPGHEqIrGgORTT5aHACc0s2.JPG.jpg
롤리폴리 강서화곡점,"키즈카페,실내놀이터",,서울 강서구 화곡동,서울 강서구 강서로10길 15,02-2604-9669,,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190131_137%2F1548873608163QzceT_JPEG%2F8bzqgw2ZwqTnby0hhf50K94_.jpg
1101 어린이라운지,"키즈카페,실내놀이터","1101 예술의전당 어린이라운지1세부터 즐긴 예술이 101세까지 이어진다!전세계에서 주목받는 예술가들과 함께 즐길 수 있는 어린이 예술문화체험공간이 예술의전당에 생깁니다! 그림책, 음악, 공연, 미술, 아트놀이 등 다양한 장르의 예술을 경험할 수 있는 기회를 어린이에게 제공합니다. 신뢰할 수 있는 영유아 돌봄 서비스로 어른들까지 예술의전당에서 여유로운 문화생활을 만끽할 수 있습니다.운영시간 : 10:00 ~ 21:00 (입장마감 20:00)* 매주 월요일, 설/추석 당일 휴관* 1101 어린이라운지 2시간 이용권은 사전예약없이 현장구매가능합니다.  문의: 02-580-1101",서울 서초구 서초동,서울 서초구 남부순환로 2406,02-580-1101,,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20191224_98%2F15771754067764aoD1_JPEG%2F1101_%25BE%25EE%25B8%25B0%25C0%25CC%25B6%25F3%25BF%25EE%25C1%25F6_1240x816px.jpg
헬로방방 서초점,"키즈카페,실내놀이터","★신규오픈★안녕하세요 헬로방방 서울 서초점 입니다.헬로방방 서울 서초점은 각종 트램폴린, 유아전용 트램폴린, 대형 아름드리나무, 블럭&토이존,영유아를 위한 베이비존, 기존과 차별화된 디자인의 카페테리아, 플레이큐브 미로놀이, 수유실,파티룸, 패밀리룸, 편백나무 놀이공간, 헬로트레인 가차여행, 해먹공간, 모션게임...",서울 서초구 서초동,서울 서초구 사임당로 115,02-523-4857,매일: 10:00 ~ 20:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190522_245%2F15584934188083aidp_JPEG%2FJ7OPOosxbQ8vrn7W_9I3S7zR.JPG.jpg
금홍,중식당,따뜻하고 건강한 중식을 즐겨보세요. 저희 금홍은 더 좋은 음식을 보답하기 위해잠깐의  break time 을 가집니다.                           ...,부산 부산진구 당감동,부산 부산진구 당감서로80번길 20,051-897-0133,수요일: 휴무 ~ ,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20161109_229%2F14786187936884cRDp_JPEG%2F177059405652965_0.jpeg
서울호떡 서면점,호떡,,부산 부산진구 부전동,부산 부산진구 중앙대로 672,010-3058-7474,매일: 12:00 ~ 21:30,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20191215_234%2F1576391177363MH3uX_JPEG%2FMTGL-QbqCOHp2v7H-RjagIXE.jpg
이바돔감자탕 덕계점,감자탕,20년 넘게 사랑 받고 있는 대한민국 대표 감자탕 프랜차이즈 이바돔!고객님에게 든든한 한 끼를 대접하기 위해 최선을 다하겠습니다. * 메뉴의 종류 및 가격은 매장에 따라 상이할 수 있습니다.,경남 양산시 덕계동,경남 양산시 번영로 25,050-4110-2753,,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20180221_97%2F1519203110227WLvdy_JPEG%2FQ_yg04ZQMttBLfOkRqw204KJ.jpg
장수두부촌,두부요리,"순두부찌개정식+묵은지+떡갈비 11,000원 추천 순두부찌게정식+묵은지고등어 9,000원 추천 초당순두부 9,000원 ...",경북 경주시 마동,경북 경주시 마동탑마을길 7-5,054-746-3880,매일: 08:00 ~ 21:00연중무휴,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20150901_11%2F1441105504693vhoDK_JPEG%2F21856680_0.jpg
라라코스트 울산구영점,패밀리레스토랑,"""Welcome everybody!"" 행복한 식사 시간을 선물합니다.라라코스트는 순수 국내 패밀리 레스토랑 프랜차이즈입니다. 모두가 행복하게 식사할 수 있는 공간을 만들고자 즐거운 가격으로 패밀리 레스토랑의 문턱을 낮췄습니다. 남녀노소가 즐기는 다양한 메뉴, 가족 고객을 배려한 놀이방 시설, 음료와 커피의 기본 제공, 기분 좋은 공간을 연출하는...",울산 울주군 범서읍 구영리,울산 울주군 범서읍 점촌3길 10-7,052-246-3230,매일: 11:00 ~ 22:00연중무휴,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20200103_41%2F1578016164972dspVV_PNG%2Fv7oB-BPtPXR0WNz3Upcf415c.png
책과인쇄박물관,박물관,"책과인쇄박물관은 사립박물관으로 우리나라의 우수한 인쇄문화와 세계적으로 앞섰던 선현들의 독서문화를 알리고자 수집한 자료를 전시하여 일반 공중이 관람할 수 있도록 제공하며, 보다 많은 사람들이 책과 인쇄문화를 향유할 수 있도록 돕고자 설립되었습니다.박물관의 대표적인 프로그램인 활자체험 등 참여형활동을 통하여 문화예술의 새로운 경험을 선사합니다.   ...",강원 춘천시 신동면 증리,강원 춘천시 신동면 풍류1길 156,033-264-9923,매일: 09:00 ~ 18:00월요일: 휴무 ~ 설날 추석 당일 휴관,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20160907_78%2F1473229609838NxMc3_JPEG%2F176857555669743_0.jpeg
토이키노,박물관,"영화, 만화 속 캐릭터들을 통해 추억 공유, 어른과 아이가 모두 관람가능한 키덜드 뮤지엄 -장난감 박물관 토이키노- 서울 인사동",서울 종로구 관훈동,서울 종로구 인사동길 41-1 인사아트센터 지하1층,070-7756-0106,매일: 10:00 ~ 19:00연중무휴(추석당일 9.13(금)임시휴무),https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190312_192%2F15523980750085moFF_JPEG%2Fstwk2JR99xag5mPwz4GYQ2Tm.jpeg.jpg
충우곤충박물관,박물관,"서울시 사립전문과학관 제 서-9호인 충우곤충박물관은 서울시 강서구 화곡동에 위치하고 있으며국내 최초 최대의 곤충커뮤니티 충우, 사립전문과학관 충우곤충박물관, 곤충전문점을 운영하고 있습니다.2-3층 전시관에는 사슴벌레와 장수풍뎅이등을  국내 최대 & 최다 종을 전시하고 있으며 체험이 가능한 생태관을 운영하고 있습니다....",서울 강서구 화곡동,서울 강서구 강서로 139,02-2601-3998,평일: 09:30 ~ 18:30토요일: 09:30 ~ 18:00일요일: 11:00 ~ 17:00박물관 스케줄 참조공휴일: 11:00 ~ 17:00공휴일은 박물관 스케줄 참조,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20150831_94%2F1441011957065nI112_JPEG%2FSUBMIT_1327456641658_11655764.jpg
24시 미담돼지국밥,국밥,[전통있는 24시간 국밥 전문점]1. 깊고 깔끔한 국물맛2. 최고의 깍두기...,울산 남구 신정동,울산 남구 삼산로35번길 17,052-239-7711,매일: 00:00 ~ 24:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190905_75%2F15676547133943By7B_JPEG%2FWFVsY7h4O9aWHV1mLsr42bKQ.jpg
건강과 성 박물관,박물관,"세계 최대 규모의 성 박물관 / 대한민국 제1종 전문 박물관 / 성건강, 성교육, 성문화의 메카건강과 성 박물관은 성건강과 성교육을 중심 테마로 합니다. 더불어 세계의 다양한 성문화를 보면서 성에 대한 통시적이며 공시적인 의미를 알아갈 수 있는 공간입니다. ...",제주특별자치도 서귀포시 안덕면 감산리,제주 서귀포시 안덕면 일주서로 1611 건강과 성 박물관,064-792-5700,"매일: 09:00 ~ 18:0012월~2월 , 연중무휴매일: 09:00 ~ 19:003월~5월 / 9월 ~ 11월 , 연중무휴매일: 09:00 ~ 20:006월 ~ 8월 , 연중무휴",https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20181226_81%2F1545792106022TTpuU_JPEG%2FSzM7oJiSHOPt74KBYH9pwoFo.jpg
아프리카박물관,박물관,꽃보다 아프리카- 색(色) 다른 아프리카 여행!따뜻한 남쪽나라 제주에서 색다른 따뜻함을 느껴보세요.아프리카 태초의 문화와 더불어 원주민 민속공연과 젬버체험을 즐기실 수 있고 사파리파크에서 멋진 사진을 남기실 수 있습니다.,제주특별자치도 서귀포시 대포동,제주 서귀포시 이어도로 49,064-738-6565,매일: 09:00 ~ 19:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20171129_102%2F1511923400392tWL2Q_JPEG%2FIMG_8894_copy.jpg
초콜릿랜드,박물관,,제주특별자치도 서귀포시 색달동,제주 서귀포시 중문관광로110번길 15,064-738-1197,매일: 10:00 ~ 18:0017:30 입장 마감,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20200121_290%2F1579586825128zvq84_JPEG%2F3K4A7767.JPG
교동제비집,"관람,체험","북한과의 거리가 2.6km에 불과한 민통선에 위치하여 시간이 멈춘 섬이라 불린 교동도에 최신 ICT기술을 접목한 관광플랫폼 교동 제비집이 탄생했습니다.  지방자치단체와 중앙정부, 민간기업이 협력하여 추진하는 평화와 통일의 섬 교동도 프로젝트로 건립된 교동 제비집은 교동도의 과거, 현재, 미래를 담고 있는 관광객 체험시설입니다. KT그룹에서 사회공헌사업의 일환으로 참여하여, 최신 ICT 기술을 체험해볼 수 있는 다양한 시설이 마련되어 있습니다...",인천 강화군 교동면 대룡리,인천 강화군 교동면 교동남로 20-1,032-934-1000,"매일: 10:00 ~ 18:00매월 두번째, 네번째 월요일 휴무",https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20170601_105%2F1496306557173GcIPG_JPEG%2F186481505474131_0.jpeg
유리섬박물관,박물관,,경기 안산시 단원구 대부남동,경기 안산시 단원구 부흥로 254,032-885-6262,"매일: 09:30 ~ 18:00(월요일, 12/31)토요일: 09:30 ~ 21:00(6시 이후 입장료 20%할인)공휴일: 09:30 ~ 18:00",https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fblogfiles.naver.net%2F20150728_281%2Foyjj7975_14380663281816rL7k_JPEG%2FSAM_7296.JPG%23740x492
궁중화요리,중식당,,전북 익산시 영등동,전북 익산시 무왕로 1024-17,063-835-9000,매일: 10:00 ~ 21:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20180710_213%2F1531212751338E7TFe_JPEG%2Fnhsv3deCCotLC1DuTJMHgO0S.jpg
쿠우쿠우 익산점,"일식,초밥뷔페",안녕하세요. 쿠우쿠우 익산점입니다.항상 신선하고 다양한 즐거움을 선사하겠습니다.많은 방문 부탁드립니다....,전북 익산시 모현동1가,전북 익산시 선화로 77,063-917-5550,매일: 11:00 ~ 22:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20200120_11%2F1579511622588ksLns_JPEG%2FLiwG7o_Q74FXUY49blSebzaI.jpg
놀부보쌈 광주우산점,"족발,보쌈",자세한 메뉴 정보는 상단 홈페이지에서 확인하세요.안녕하세요.광산구 우산동에 위치한 보쌈전문점 놀부보쌈 우산점입니다....,광주 광산구 우산동,광주 광산구 풍영철길로 15,062-611-7382,매일: 11:00 ~ 23:00연중무휴,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20191204_180%2F157545357995382UIv_JPEG%2F0wywJZulbeE8rWdgUtce19Es.jpg
황금코다리 충주연수점,"해물,생선요리","점심특선으로 코다리를 맛보실수 있으며, 막걸리 무한리필,그리고 코다리비빔밥, 코다리냉면 등 다른 음식들과아이들이 와도 먹을 수 있는 어린이 돈가스도 준비되어 있습니다....",충북 충주시 연수동,충북 충주시 금봉대로 668,043-844-0333,매일: 10:00 ~ 22:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20180809_275%2F1533790073796PcCq9_JPEG%2FQThoJ8Z7U0xv9cS0AQw6x03G.jpg
황금코다리 충주용산점,"해물,생선요리",,충북 충주시 용산동,충북 충주시 금봉4길 6,043-856-0330,,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190308_54%2F1552027087358njUXj_JPEG%2FCR_0NDMNda1W-cp8p28wKHCy.jpg
샤브마니아 복대점,샤브샤브,"샤브 마니아 복대점은 합리적인 가격, 최상의 맛, 신선한재료로 고객님을 먼저 생각합니다.샐러드바 제공을통해 또하나의 즐거움을 선사합니다.Kid world 어린이 놀이방도 이용하실수있습니다....",충북 청주시 흥덕구 복대동,충북 청주시 흥덕구 진재로 109,043-231-0677,매일: 11:30 ~ 22:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190118_84%2F1547787858791CAIrK_JPEG%2FKj1lkRFa-RkTj0duI31nSsHX.jpg
개신상회,"육류,고기요리",,충북 청주시 서원구 개신동,충북 청주시 서원구 복대로17번길 7-31,043-237-0166,"매일: 11:00 ~ 22:00설,추석명절만 쉽니다",https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20160912_230%2F1473657355704MVOPm_JPEG%2F176862544574571_0.jpeg
더쉐프,패밀리레스토랑,,충북 청주시 서원구 산남동,충북 청주시 서원구 산미로 95,043-283-3722,평일: 11:30 ~ 21:00매일: 15:00 ~ 17:00브레이크 타임토요일: 11:30 ~ 21:00일요일: 11:30 ~ 21:00월요일: 휴무 ~ ,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20170603_284%2F14964609813371POWc_GIF%2F186553526641166_0.gif
야채꽃샤브월남쌈 분평동점,샤브샤브,"★포장판매 1 Plus 행사★(행사기간 : 코로나19가 끝날 때 까지!)★야채꽃월남쌈(분평점)에서 2인 이상 포장 주문하시는 고객님들께 ""1인분""을 추가로 ""더"" 드립니다! ...",충북 청주시 서원구 미평동,충북 청주시 서원구 1순환로 1050,043-288-0006,매일: 11:30 ~ 22:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20170409_175%2F1491722107423JH7Cv_JPEG%2F186359564526396_0.jpeg
인생대패삼겹,돼지고기구이,,경남 사천시 벌리동,경남 사천시 벌리로 46-1,055-835-3687,매일: 00:00 ~ 24:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20200206_144%2F1580951076723yD44x_PNG%2F0vJOMohwR_5k65THET4X3gA3.png
브라더한정식도시락 신세계점,"도시락,컵밥","브라더한정도시락 대구 신세계 백화점 지하 1층 식품관에 위치해 있는 한정식도시락 전문점 입니다.신세계 대표 도시락 맛집으로써 고객님들께 건강하고 최고의 맛을 느껴보실수 있도록 최선을 다하겠습니다.버스, KTX , 소풍등 간편하고 맛있게 드실수 있는 도시락 제품이 많습니다....",대구 동구 신천동,대구 동구 동부로 149,053-661-1727,평일: 11:00 ~ 20:00금요일: 11:00 ~ 20:30주말: 11:00 ~ 20:30,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20161218_182%2F1482035495426tBQpr_JPEG%2F177168536149075_0.jpeg
라라코스트 대구성서점,패밀리레스토랑,"""Welcome everybody!"" 행복한 식사 시간을 선물합니다.라라코스트는 순수 국내 패밀리 레스토랑 프랜차이즈입니다. 모두가 행복하게 식사할 수 있는 공간을 만들고자 즐거운 가격으로 패밀리 레스토랑의 문턱을 낮췄습니다. 남녀노소가 즐기는 다양한 메뉴, 가족 고객을 배려한 놀이방 시설, 음료와 커피의 기본 제공, 기분 좋은 공간을 연출하는...",대구 달서구 이곡동,대구 달서구 이곡공원로 14,053-588-3230,매일: 11:00 ~ 22:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20200102_18%2F15779426082428HVy8_PNG%2FhMz7U429gQcMR15Cke4yfiJz.png
루스텐,닭갈비,,대구 달서구 월성동,대구 달서구 상원로 175,053-643-1255,매일: 11:00 ~ 22:30,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20160515_247%2F14633213354857T0bw_JPEG%2F176465633875306_0.jpeg
유가네닭갈비 대구월성점,닭갈비,,대구 달서구 월성동,대구 달서구 조암로 25,053-633-9239,평일: 15:00 ~ 16:00브레이크타임매일: 11:00 ~ 22:00화요일: 휴무 ~ ,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20200227_168%2F1582781176918XiVPI_PNG%2FSXlCZCIAbbp8qXO531FhjnsI.png
라라코스트 영주점,패밀리레스토랑,"""Welcome everybody!"" 행복한 식사 시간을 선물합니다.라라코스트는 순수 국내 패밀리 레스토랑 프랜차이즈입니다. 모두가 행복하게 식사할 수 있는 공간을 만들고자 즐거운 가격으로 패밀리 레스토랑의 문턱을 낮췄습니다. 남녀노소가 즐기는 다양한 메뉴, 가족 고객을 배려한 놀이방 시설, 음료와 커피의 기본 제공, 기분 좋은 공간을 연출하는...",경북 영주시 휴천동,경북 영주시 대학로12번길 4,054-638-3230,매일: 11:00 ~ 22:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20200102_18%2F15779426082428HVy8_PNG%2FhMz7U429gQcMR15Cke4yfiJz.png
낭만쭈꾸미 석적점,주꾸미요리,,경북 칠곡군 석적읍 중리,경북 칠곡군 석적읍 석적로 1018-3,054-973-4411,매일: 11:00 ~ 23:00,
맛남,한식,"군산에서 가장 맛있는 돈까스와 떡볶이 집, 그리고 어른들도 좋아하는 건강식 들깨수제비와 얼큰 만두국~ 정~~ 말 최고의 군산 맛집이랍니다.저희 맛남은 매일 새벽에 장을 본 신선한 재료로 그날 판매할 음식만 준비하여 조리하고 있습니다.그래서 건강한 음식, 그리고 맛있고 멋있는 식당. 고객님들이 인정해 주시는 군산의 맛집이 되기 위해 최선의 노력을 다 할 것을 약속드립니다....",전북 군산시 수송동,전북 군산시 문화로 86,063-465-9095,매일: 09:00 ~ 20:30일요일: 휴무 ~ ,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20180710_90%2F1531195886184GqvKC_JPEG%2FI7cdM9WBE2BJOnZ-6XZCZgcd.jpg
샤브쌈주머니 신탄진점,샤브샤브,"안녕하세요샤브쌈주머니 신탄진점 입니다. 깔끔하고 조용한 분위기의 샤브쌈주머니는 단체석, 놀이방 완비로 단체회식, 모임장소로 안성맞춤 입니다. ...",대전 대덕구 석봉동,대전 대덕구 대덕대로1593번길 45,042-934-3377,매일: 11:00 ~ 22:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20191017_239%2F1571269968456AUB3U_JPEG%2FcTWBwPfEx-FKRF1iF5-cIlBb.jpg
